verb,,active,passive,verb,bad,exclude,match
terrorize,3584,The ghost terrorized the residents.,The residents were terrorized by the ghost.,terrorize,,,True
terrorize,3588,The villain terrorized the city.,The city was terrorized by the villain.,terrorize,,,True
terrorize,3589,The dark shadows terrorized the villagers.,The villagers were terrorized by the dark shadows.,terrorize,,,True
terrorize,3583,A group of kids terrorized the neighborhood.,The neighborhood was terrorized by a group of kids.,terrorize,,,True
thank,2810,The director thanked the crew.  ,The crew was thanked by the director.,thank,,,True
thank,2804,A friend thanked the host.  ,The host was thanked by a friend.,thank,,,True
thank,2803,The chef thanked the customers.  ,The customers were thanked by the chef.,thank,,,True
thank,2809,The artist thanked the critics.  ,The critics were thanked by the artist.,thank,,,True
thank,2802,The teacher thanked the students.  ,The students were thanked by the teacher.,thank,,,True
threaten,3599,The news threatened the community.,The community was threatened by the news.,threaten,,,True
threaten,3593,A wolf threatened the sheep.,The sheep was threatened by a wolf.,threaten,,,True
threaten,3592,The storm threatened the small boat.,The small boat was threatened by the storm.,threaten,,,True
threaten,3591,The villain threatened the hero.,The hero was threatened by the villain.,threaten,,,True
threaten,3595,Dark clouds threatened the picnic.,The picnic was threatened by dark clouds.,threaten,,,True
throw,786,The toddler threw the toy.,The toy was thrown by the toddler.,throw,,,True
throw,782,The coach threw a challenge flag.,A challenge flag was thrown by the coach.,throw,,,True
throw,781,A player threw a frisbee.,A frisbee was thrown by a player.,throw,,,True
throw,780,The child threw the ball.,The ball was thrown by the child.,throw,,,True
throw,784,The teacher threw the book.,The book was thrown by the teacher.,throw,,,True
thump,2498,The crowd thumped the bleachers.,The bleachers were thumped by the crowd.,thump,,,True
thump,2494,The contractor thumped the nails.,The nails were thumped by the contractor.,thump,,,True
thump,2493,A child thumped the table.,The table was thumped by a child.,thump,,,True
thump,2492,The drummer thumped the bass drum.,The bass drum was thumped by the drummer.,thump,,,True
thump,2496,A cat thumped the ground.,The ground was thumped by a cat.,thump,,,True
tickle,2581,The cat tickled the string.  ,The string was tickled by the cat.,tickle,,,True
tickle,2580,The parent tickled the baby.  ,The baby was tickled by the parent.,tickle,,,True
tickle,2584,The clown tickled the crowd.  ,The crowd was tickled by the clown.,tickle,,,True
tickle,800,The child tickled the puppy.  ,The puppy was tickled by the child.,tickle,,,True
tickle,2582,The magician tickled the rabbit.  ,The rabbit was tickled by the magician.,tickle,,,True
tie,1716,The performer tied the scarf.  ,The scarf was tied by the performer.,tie,,,True
tie,1710,The athlete tied the ribbon.  ,The ribbon was tied by the athlete.,tie,,,True
tie,1714,The coach tied the swimmer's cap.  ,The swimmer's cap was tied by the coach.,tie,,,True
tie,1715,The mechanic tied the wires.  ,The wires were tied by the mechanic.,tie,,,True
tie,1709,The gardener tied the vines.  ,The vines were tied by the gardener.,tie,,,True
tolerate,3866,The child tolerated the medicine.,The medicine was tolerated by the child.,tolerate,,,True
tolerate,3860,The parent tolerated the behavior.,The behavior was tolerated by the parent.,tolerate,,,True
tolerate,3864,The friend tolerated the awkwardness.,The awkwardness was tolerated by the friend.,tolerate,,,True
tolerate,3865,The dog tolerated the grooming.,The grooming was tolerated by the dog.,tolerate,,,True
tolerate,3859,The manager tolerated the delay.,The delay was tolerated by the manager.,tolerate,,,True
"total (i.e., add up to)",1154,The votes totaled two hundred ballots.,Two hundred ballots were totaled by the votes.,"total (i.e., add up to)",,,True
"total (i.e., add up to)",1149,The ingredients totaled four cups.,Four cups were totaled by the ingredients.,"total (i.e., add up to)",,,True
"total (i.e., add up to)",1148,The scores totaled fifty points.,Fifty points were totaled by the scores.,"total (i.e., add up to)",,,True
"total (i.e., add up to)",1153,The chapters totaled fifteen sections.,Fifteen sections were totaled by the chapters.,"total (i.e., add up to)",,,True
"total (i.e., add up to)",1147,The expenses totaled one hundred dollars.,One hundred dollars were totaled by the expenses.,"total (i.e., add up to)",,,True
touch,2593,The explorer touched the ancient artifact.,The ancient artifact was touched by the explorer.,touch,,,True
touch,2587,The scientist touched the specimen.,The specimen was touched by the scientist.,touch,,,True
touch,2591,The dancer touched the ground.,The ground was touched by the dancer.,touch,,,True
touch,2592,The gardener touched the flowers.,The flowers were touched by the gardener.,touch,,,True
touch,2586,The child touched the puppy.,The puppy was touched by the child.,touch,,,True
track,3192,The analyst tracked the stock prices.,The stock prices were tracked by the analyst.,track,,,True
track,3186,The team tracked the progress.,The progress was tracked by the team.,track,,,True
track,3190,The farmer tracked the cattle.,The cattle were tracked by the farmer.,track,,,True
track,3191,The coach tracked the players.,The players were tracked by the coach.,track,,,True
track,3185,The scientist tracked the migration.,The migration was tracked by the scientist.,track,,,True
trail,3196,The cyclist trailed the leader.,The leader was trailed by the cyclist.,trail,,,True
trail,917,The child trailed a kite.,A kite was trailed by the child.,trail,,,True
trail,916,The car trailed smoke.,Smoke was trailed by the car.,trail,,,True
trail,915,The detective trailed a suspect.,A suspect was trailed by the detective.,trail,,,True
trail,3194,The photographer trailed the model.,The model was trailed by the photographer.,trail,,,True
trap,2320,The artist trapped the light.  ,The light was trapped by the artist.,trap,,,True
trap,742,The child trapped an insect.  ,An insect was trapped by the child.,trap,,,True
trap,2318,The researcher trapped the data.  ,The data was trapped by the researcher.,trap,,,True
trap,2319,The player trapped the ball.  ,The ball was trapped by the player.,trap,,,True
trap,741,The farmer trapped a fox.  ,A fox was trapped by the farmer.,trap,,,True
trip,921,The player tripped an opponent.  ,An opponent was tripped by the player.,trip,,,True
trip,922,The cyclist tripped a pedestrian.  ,A pedestrian was tripped by the cyclist.,trip,,,True
trip,3240,The child tripped the dog.  ,The dog was tripped by the child.,trip,,,True
trip,3244,A thief tripped the alarm.  ,The alarm was tripped by a thief.,trip,,,True
trust,3871,The player trusted the referee.,The referee was trusted by the player.,trust,,,True
trust,999,The child trusted her best friend.,Her best friend was trusted by the child.,trust,,,True
trust,3869,The employee trusted the manager.,The manager was trusted by the employee.,trust,,,True
trust,3870,The traveler trusted the guide.,The guide was trusted by the traveler.,trust,,,True
trust,998,The team trusted their coach.,Their coach was trusted by the team.,trust,,,True
twist,1427,The engineer twisted the knob.  ,The knob was twisted by the engineer.,twist,,,True
twist,1423,The artist twisted the wire.  ,The wire was twisted by the artist.,twist,,,True
twist,1422,The athlete twisted the ribbon.  ,The ribbon was twisted by the athlete.,twist,,,True
twist,1421,The mechanic twisted the bolt.  ,The bolt was twisted by the mechanic.,twist,,,True
twist,1425,The chef twisted the pasta.  ,The pasta was twisted by the chef.,twist,,,True
type,1788,A researcher typed the findings.  ,The findings were typed by a researcher.,type,,,True
type,407,The teacher typed a letter.  ,A letter was typed by the teacher.,type,,,True
type,1786,The editor typed the corrections.  ,The corrections were typed by the editor.,type,,,True
type,1787,The programmer typed the code.  ,The code was typed by the programmer.,type,,,True
type,406,The author typed a novel.  ,A novel was typed by the author.,type,,,True
unbolt,1741,The carpenter unbolted the frame.,The frame was unbolted by the carpenter.,unbolt,,,True
unbolt,1737,The thief unbolted the window.,The window was unbolted by the thief.,unbolt,,,True
unbolt,1736,The worker unbolted the machine.,The machine was unbolted by the worker.,unbolt,,,True
unbolt,1735,The locksmith unbolted the door.,The door was unbolted by the locksmith.,unbolt,,,True
unbolt,1739,The technician unbolted the panel.,The panel was unbolted by the technician.,unbolt,,,True
undergo,1048,The project underwent significant changes.  ,Significant changes were undergone by the project.,undergo,,,True
undergo,1042,The company underwent a merger.  ,A merger was undergone by the company.,undergo,,,True
undergo,1046,The software underwent an update.  ,An update was undergone by the software.,undergo,,,True
undergo,1047,The book underwent several revisions.  ,Several revisions were undergone by the book.,undergo,,,True
undergo,1041,The team underwent training.  ,Training was undergone by the team.,undergo,,,True
understand,3880,The author understood the feedback.,The feedback was understood by the author.,understand,,,True
understand,3874,The researcher understood the data.,The data was understood by the researcher.,understand,,,True
understand,3878,The engineer understood the problem.,The problem was understood by the engineer.,understand,,,True
understand,3879,The team understood the strategy.,The strategy was understood by the team.,understand,,,True
understand,3873,The student understood the lesson.,The lesson was understood by the student.,understand,,,True
unlock,1749,The artist unlocked the gallery.,The gallery was unlocked by the artist.,unlock,,,True
unlock,1744,A student unlocked the classroom.,The classroom was unlocked by a student.,unlock,,,True
unlock,1743,The manager unlocked the safe.,The safe was unlocked by the manager.,unlock,,,True
unlock,1748,The custom agent unlocked the suitcase.,The suitcase was unlocked by the custom agent.,unlock,,,True
unlock,1742,The locksmith unlocked the door.,The door was unlocked by the locksmith.,unlock,,,True
untie,2610,The athlete untied the cleats.,The cleats were untied by the athlete.,untie,,,True
untie,2604,The magician untied the ropes.,The ropes were untied by the magician.,untie,,,True
untie,2608,A thief untied the package.,The package was untied by a thief.,untie,,,True
