active,passive,verb,bad,exclude,match
The committee housed the event in a large hall.  ,The event was housed by the committee in a large hall.,house,,,True
The organization housed the refugees for the winter.  ,The refugees were housed by the organization for the winter.,house,,,True
The group housed their supplies in the shed.  ,The supplies were housed in the shed by the group.,house,,,False
The developer housed the new apartments on the property.  ,The new apartments were housed by the developer on the property.,house,,,True
The museum housed ancient artifacts from Greece.  ,The ancient artifacts from Greece were housed by the museum.,house,,,False
The school housed several clubs on campus.  ,The clubs were housed by the school on campus.,house,,,False
The town housed a library for public use.  ,Output: A library for public use was housed by the town.,house,,,False
The manager seated the guests.,The guests were seated by the manager.,seat,,,True
The teacher seated the students.,The students were seated by the teacher.,seat,,,True
The host seated the visitors.,The visitors were seated by the host.,seat,,,True
The director seated the cast.,The cast was seated by the director.,seat,,,True
The parent seated the child.,The child was seated by the parent.,seat,,,True
The waiter seated the patrons.,The patrons were seated by the waiter.,seat,,,True
The coach seated the players.,The players were seated by the coach.,seat,,,True
The usher seated the audience.,The audience was seated by the usher.,seat,,,True
The friend seated the companion.,The companion was seated by the friend.,seat,,,True
The dish served five guests.  ,The dish was served to five guests.,"serve (i.e., be enough food for)",,,False
The buffet served a variety of options.  ,The buffet was served a variety of options.,"serve (i.e., be enough food for)",x,,False
The restaurant served multiple courses.  ,"The restaurant served multiple courses.  
Output: Multiple courses were served by the restaurant.","serve (i.e., be enough food for)",x,,False
The container served two liters of soup.  ,"The output for the given input would be:  
The soup was served by the container.","serve (i.e., be enough food for)",x,,False
The pizza served eight slices.  ,Output: Eight slices were served by the pizza.,"serve (i.e., be enough food for)",x,,False
The meal served three people.  ,The meal was served to three people.,"serve (i.e., be enough food for)",,,False
The platter served assorted fruits.  ,The assorted fruits were served by the platter.,"serve (i.e., be enough food for)",x,,False
The pot served a hearty stew.  ,The hearty stew was served by the pot.,"serve (i.e., be enough food for)",x,,False
The basket served fresh bread.  ,The fresh bread was served by the basket.,"serve (i.e., be enough food for)",x,,False
The bed slept two people.,Output: Two people were slept in by the bed.,"sleep (i.e., hold enough sleeping space for)",,,False
The couch slept four guests.,The couch was slept on by four guests.,"sleep (i.e., hold enough sleeping space for)",,,False
The cabin slept six visitors.,The cabin was slept in by six visitors.,"sleep (i.e., hold enough sleeping space for)",,,False
The tent slept five campers.,The five campers were slept by the tent.,"sleep (i.e., hold enough sleeping space for)",,,False
The hotel room slept three tourists.,The hotel room was slept in by three tourists.,"sleep (i.e., hold enough sleeping space for)",,,False
The van slept eight travelers.,The eight travelers were slept by the van.,"sleep (i.e., hold enough sleeping space for)",,,False
The loft slept seven workers.,The seven workers were slept by the loft.,"sleep (i.e., hold enough sleeping space for)",,,False
The air mattress slept one adult.,The air mattress was slept on by one adult.,"sleep (i.e., hold enough sleeping space for)",,,False
The platform slept a large family.,The large family was slept on by the platform.,"sleep (i.e., hold enough sleeping space for)",,,False
The garage stored several bicycles.  ,The bicycles were stored by the garage.,"store (i.e., contain enough room to hold)",,,False
The pantry stored extra food.  ,The extra food was stored by the pantry.,"store (i.e., contain enough room to hold)",,,False
The refrigerator stored fresh vegetables.  ,The fresh vegetables were stored by the refrigerator.,"store (i.e., contain enough room to hold)",,,False
The closet stored old clothes.  ,The old clothes were stored by the closet.,"store (i.e., contain enough room to hold)",,,False
The cabinet stored dishware.  ,The dishware was stored by the cabinet.,"store (i.e., contain enough room to hold)",,,False
The attic stored holiday decorations.  ,The holiday decorations were stored by the attic.,"store (i.e., contain enough room to hold)",,,False
The shelf stored books and magazines.  ,The books and magazines were stored by the shelf.,"store (i.e., contain enough room to hold)",,,False
The box stored important documents.  ,The important documents were stored by the box.,"store (i.e., contain enough room to hold)",,,False
The freezer stored plenty of ice cream.  ,The ice cream was stored by the freezer.,"store (i.e., contain enough room to hold)",,,False
The teacher used a marker.  ,The marker was used by the teacher.,use,,,False
The chef used fresh ingredients.  ,The fresh ingredients were used by the chef.,use,,,False
A child used a crayon.  ,The crayon was used by a child.,use,,,False
The scientist used a microscope.  ,The microscope was used by the scientist.,use,,,False
The artist used vibrant colors.  ,The vibrant colors were used by the artist.,use,,,False
The engineer used a computer.  ,The computer was used by the engineer.,use,,,False
The mechanic used a wrench.  ,The wrench was used by the mechanic.,use,,,False
The gardener used fertilizer.  ,The fertilizer was used by the gardener.,use,,,False
The student used a textbook.  ,The textbook was used by the student.,use,,,False
The teacher had a meeting.  ,The meeting was had by the teacher.,have,,,False
The family had dinner.  ,Dinner was had by the family.,have,,,True
The artist had an exhibition.  ,The exhibition was had by the artist.,have,,,False
The chef had a special.  ,The special was had by the chef.,have,,,False
The kids had a party.  ,The party was had by the kids.,have,,,False
The company had a conference.  ,The conference was held by the company.,have,,,False
The dog had a bone.  ,The bone was had by the dog.,have,,,False
The student had a test.  ,The test was had by the student.,have,,,False
The gardener had flowers.  ,The flowers were had by the gardener.,have,,,False
The team lacked enthusiasm.  ,The enthusiasm was lacked by the team.,lack,,,False
