active,passive,verb,bad,exclude,match,content_match,parse_match,Vtypefull,Vtype,VtypeNEW,Verb,Vno,Passivizable,Participle,CoreSet,CountTot,CountTrans,CountInt,CountPass,CountPeri,CountOther,A_cause_B_change,A_enable,A_doingsomething_B,A_responsible,A_physical_contact,B_state_change,B_responsible,A_deliberately_V_B,B_affected,B_adversely_affected,FACA,FACB,FACC
the player whacked the ball.,the ball was whacked by the player.,whack,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,whack,V197,Y,REG,N,122,69.0,11.0,0,0.0,40.0,7.3,7.6,7.6,7.7,8.6,7.8,3.9,8.5,8.2,8.1,1.36573,-0.01571,0.64661
a teacher whacked the desk.,the desk was whacked by a teacher.,whack,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,whack,V197,Y,REG,N,122,69.0,11.0,0,0.0,40.0,7.3,7.6,7.6,7.7,8.6,7.8,3.9,8.5,8.2,8.1,1.36573,-0.01571,0.64661
the chef whacked the garlic.,the garlic was whacked by the chef.,whack,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,whack,V197,Y,REG,N,122,69.0,11.0,0,0.0,40.0,7.3,7.6,7.6,7.7,8.6,7.8,3.9,8.5,8.2,8.1,1.36573,-0.01571,0.64661
the kid whacked the drum.,the drum was whacked by the kid.,whack,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,whack,V197,Y,REG,N,122,69.0,11.0,0,0.0,40.0,7.3,7.6,7.6,7.7,8.6,7.8,3.9,8.5,8.2,8.1,1.36573,-0.01571,0.64661
the athlete whacked the target.,the target was whacked by the athlete.,whack,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,whack,V197,Y,REG,N,122,69.0,11.0,0,0.0,40.0,7.3,7.6,7.6,7.7,8.6,7.8,3.9,8.5,8.2,8.1,1.36573,-0.01571,0.64661
the boy whacked the tree.,the tree was whacked by the boy.,whack,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,whack,V197,Y,REG,N,122,69.0,11.0,0,0.0,40.0,7.3,7.6,7.6,7.7,8.6,7.8,3.9,8.5,8.2,8.1,1.36573,-0.01571,0.64661
the woman whacked the meat.,the meat was whacked by the woman.,whack,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,whack,V197,Y,REG,N,122,69.0,11.0,0,0.0,40.0,7.3,7.6,7.6,7.7,8.6,7.8,3.9,8.5,8.2,8.1,1.36573,-0.01571,0.64661
the cat clawed the sofa.,the sofa was clawed by the cat.,claw,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,claw,V199,Y,REG,N,292,,,1,,,7.2,7.1,7.3,7.4,7.7,7.3,2.8,7.7,7.5,7.9,1.03303,-1.02497,0.04408
the bird clawed the window.,the window was clawed by the bird.,claw,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,claw,V199,Y,REG,N,292,,,1,,,7.2,7.1,7.3,7.4,7.7,7.3,2.8,7.7,7.5,7.9,1.03303,-1.02497,0.04408
the child clawed the sandcastle.,the sandcastle was clawed by the child.,claw,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,claw,V199,Y,REG,N,292,,,1,,,7.2,7.1,7.3,7.4,7.7,7.3,2.8,7.7,7.5,7.9,1.03303,-1.02497,0.04408
the dog clawed the grass.,the grass was clawed by the dog.,claw,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,claw,V199,Y,REG,N,292,,,1,,,7.2,7.1,7.3,7.4,7.7,7.3,2.8,7.7,7.5,7.9,1.03303,-1.02497,0.04408
the bear clawed the tree.,the tree was clawed by the bear.,claw,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,claw,V199,Y,REG,N,292,,,1,,,7.2,7.1,7.3,7.4,7.7,7.3,2.8,7.7,7.5,7.9,1.03303,-1.02497,0.04408
the raccoon clawed the trash can.,the trash can was clawed by the raccoon.,claw,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,claw,V199,Y,REG,N,292,,,1,,,7.2,7.1,7.3,7.4,7.7,7.3,2.8,7.7,7.5,7.9,1.03303,-1.02497,0.04408
the tiger clawed the ground.,the ground was clawed by the tiger.,claw,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,claw,V199,Y,REG,N,292,,,1,,,7.2,7.1,7.3,7.4,7.7,7.3,2.8,7.7,7.5,7.9,1.03303,-1.02497,0.04408
the dinosaur clawed the prey.,the prey was clawed by the dinosaur.,claw,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,claw,V199,Y,REG,N,292,,,1,,,7.2,7.1,7.3,7.4,7.7,7.3,2.8,7.7,7.5,7.9,1.03303,-1.02497,0.04408
the dragon clawed the knight.,the knight was clawed by the dragon.,claw,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,claw,V199,Y,REG,N,292,,,1,,,7.2,7.1,7.3,7.4,7.7,7.3,2.8,7.7,7.5,7.9,1.03303,-1.02497,0.04408
the child pinched the balloon.,the balloon was pinched by the child.,pinch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pinch,V200,Y,REG,N,585,,,3,,,7.2,8.3,7.5,7.2,8.7,7.2,3.3,7.8,7.5,8.0,1.21287,-0.65512,0.12684
the comedian pinched the audience.,the audience was pinched by the comedian.,pinch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pinch,V200,Y,REG,N,585,,,3,,,7.2,8.3,7.5,7.2,8.7,7.2,3.3,7.8,7.5,8.0,1.21287,-0.65512,0.12684
the cat pinched the fish.,the fish was pinched by the cat.,pinch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pinch,V200,Y,REG,N,585,,,3,,,7.2,8.3,7.5,7.2,8.7,7.2,3.3,7.8,7.5,8.0,1.21287,-0.65512,0.12684
a student pinched the paper.,the paper was pinched by a student.,pinch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pinch,V200,Y,REG,N,585,,,3,,,7.2,8.3,7.5,7.2,8.7,7.2,3.3,7.8,7.5,8.0,1.21287,-0.65512,0.12684
the toddler pinched the toy.,the toy was pinched by the toddler.,pinch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pinch,V200,Y,REG,N,585,,,3,,,7.2,8.3,7.5,7.2,8.7,7.2,3.3,7.8,7.5,8.0,1.21287,-0.65512,0.12684
the artist pinched the model.,the model was pinched by the artist.,pinch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pinch,V200,Y,REG,N,585,,,3,,,7.2,8.3,7.5,7.2,8.7,7.2,3.3,7.8,7.5,8.0,1.21287,-0.65512,0.12684
the chef pinched the salt.,the salt was pinched by the chef.,pinch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pinch,V200,Y,REG,N,585,,,3,,,7.2,8.3,7.5,7.2,8.7,7.2,3.3,7.8,7.5,8.0,1.21287,-0.65512,0.12684
the boxer punched the heavy bag.,the heavy bag was punched by the boxer.,punch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,punch,V201,Y,REG,N,896,446.0,109.0,2,0.0,320.0,7.7,7.7,8.7,8.0,8.6,8.7,4.1,8.1,8.0,8.7,1.63184,0.03422,0.86674
the student punched the pillow.,the pillow was punched by the student.,punch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,punch,V201,Y,REG,N,896,446.0,109.0,2,0.0,320.0,7.7,7.7,8.7,8.0,8.6,8.7,4.1,8.1,8.0,8.7,1.63184,0.03422,0.86674
the thief punched the security guard.,the security guard was punched by the thief.,punch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,punch,V201,Y,REG,N,896,446.0,109.0,2,0.0,320.0,7.7,7.7,8.7,8.0,8.6,8.7,4.1,8.1,8.0,8.7,1.63184,0.03422,0.86674
the coach punched the opponent.,the opponent was punched by the coach.,punch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,punch,V201,Y,REG,N,896,446.0,109.0,2,0.0,320.0,7.7,7.7,8.7,8.0,8.6,8.7,4.1,8.1,8.0,8.7,1.63184,0.03422,0.86674
an athlete punched the target.,the target was punched by an athlete.,punch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,punch,V201,Y,REG,N,896,446.0,109.0,2,0.0,320.0,7.7,7.7,8.7,8.0,8.6,8.7,4.1,8.1,8.0,8.7,1.63184,0.03422,0.86674
the boy punched the wall.,the wall was punched by the boy.,punch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,punch,V201,Y,REG,N,896,446.0,109.0,2,0.0,320.0,7.7,7.7,8.7,8.0,8.6,8.7,4.1,8.1,8.0,8.7,1.63184,0.03422,0.86674
a player punched the referee.,the referee was punched by a player.,punch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,punch,V201,Y,REG,N,896,446.0,109.0,2,0.0,320.0,7.7,7.7,8.7,8.0,8.6,8.7,4.1,8.1,8.0,8.7,1.63184,0.03422,0.86674
the actor punched the stuntman.,the stuntman was punched by the actor.,punch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,punch,V201,Y,REG,N,896,446.0,109.0,2,0.0,320.0,7.7,7.7,8.7,8.0,8.6,8.7,4.1,8.1,8.0,8.7,1.63184,0.03422,0.86674
the cat scratched the sofa.,the sofa was scratched by the cat.,scratch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,scratch,V202,Y,REG,N,1126,,,4,,,7.9,7.9,7.8,7.5,7.6,7.5,3.9,8.4,8.0,8.2,1.35574,0.06071,0.74469
a child scratched the surface.,the surface was scratched by a child.,scratch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,scratch,V202,Y,REG,N,1126,,,4,,,7.9,7.9,7.8,7.5,7.6,7.5,3.9,8.4,8.0,8.2,1.35574,0.06071,0.74469
the bird scratched the ground.,the ground was scratched by the bird.,scratch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,scratch,V202,Y,REG,N,1126,,,4,,,7.9,7.9,7.8,7.5,7.6,7.5,3.9,8.4,8.0,8.2,1.35574,0.06071,0.74469
the artist scratched the canvas.,the canvas was scratched by the artist.,scratch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,scratch,V202,Y,REG,N,1126,,,4,,,7.9,7.9,7.8,7.5,7.6,7.5,3.9,8.4,8.0,8.2,1.35574,0.06071,0.74469
the technician scratched the vinyl.,the vinyl was scratched by the technician.,scratch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,scratch,V202,Y,REG,N,1126,,,4,,,7.9,7.9,7.8,7.5,7.6,7.5,3.9,8.4,8.0,8.2,1.35574,0.06071,0.74469
the player scratched the ball.,the ball was scratched by the player.,scratch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,scratch,V202,Y,REG,N,1126,,,4,,,7.9,7.9,7.8,7.5,7.6,7.5,3.9,8.4,8.0,8.2,1.35574,0.06071,0.74469
the cat poked the box.,the box was poked by the cat.,poke,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,poke,V203,Y,REG,N,675,,,0,,,7.0,7.7,6.9,7.5,8.0,5.8,2.9,8.1,6.8,7.0,0.82623,-0.51037,-0.67071
a child poked the balloon.,the balloon was poked by a child.,poke,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,poke,V203,Y,REG,N,675,,,0,,,7.0,7.7,6.9,7.5,8.0,5.8,2.9,8.1,6.8,7.0,0.82623,-0.51037,-0.67071
the stick poked the ground.,the ground was poked by the stick.,poke,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,poke,V203,Y,REG,N,675,,,0,,,7.0,7.7,6.9,7.5,8.0,5.8,2.9,8.1,6.8,7.0,0.82623,-0.51037,-0.67071
a student poked the notebook.,the notebook was poked by a student.,poke,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,poke,V203,Y,REG,N,675,,,0,,,7.0,7.7,6.9,7.5,8.0,5.8,2.9,8.1,6.8,7.0,0.82623,-0.51037,-0.67071
the dog poked the fence.,the fence was poked by the dog.,poke,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,poke,V203,Y,REG,N,675,,,0,,,7.0,7.7,6.9,7.5,8.0,5.8,2.9,8.1,6.8,7.0,0.82623,-0.51037,-0.67071
the bird poked the tree.,the tree was poked by the bird.,poke,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,poke,V203,Y,REG,N,675,,,0,,,7.0,7.7,6.9,7.5,8.0,5.8,2.9,8.1,6.8,7.0,0.82623,-0.51037,-0.67071
the fork poked the food.,the food was poked by the fork.,poke,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,poke,V203,Y,REG,N,675,,,0,,,7.0,7.7,6.9,7.5,8.0,5.8,2.9,8.1,6.8,7.0,0.82623,-0.51037,-0.67071
a friend poked the screen.,the screen was poked by a friend.,poke,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,poke,V203,Y,REG,N,675,,,0,,,7.0,7.7,6.9,7.5,8.0,5.8,2.9,8.1,6.8,7.0,0.82623,-0.51037,-0.67071
the doctor poked the arm.,the arm was poked by the doctor.,poke,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,poke,V203,Y,REG,N,675,,,0,,,7.0,7.7,6.9,7.5,8.0,5.8,2.9,8.1,6.8,7.0,0.82623,-0.51037,-0.67071
the mother kissed the baby.,the baby was kissed by the mother.,kiss,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,kiss,V204,Y,REG,Y,3218,2405.0,363.0,12,2.0,318.0,6.8,7.1,8.7,7.0,8.9,6.4,4.6,8.4,5.7,3.2,0.53936,0.61661,-0.37174
the actor kissed the actress.,the actress was kissed by the actor.,kiss,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,kiss,V204,Y,REG,Y,3218,2405.0,363.0,12,2.0,318.0,6.8,7.1,8.7,7.0,8.9,6.4,4.6,8.4,5.7,3.2,0.53936,0.61661,-0.37174
the friend kissed the cheek.,the cheek was kissed by the friend.,kiss,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,kiss,V204,Y,REG,Y,3218,2405.0,363.0,12,2.0,318.0,6.8,7.1,8.7,7.0,8.9,6.4,4.6,8.4,5.7,3.2,0.53936,0.61661,-0.37174
the princess kissed the frog.,the frog was kissed by the princess.,kiss,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,kiss,V204,Y,REG,Y,3218,2405.0,363.0,12,2.0,318.0,6.8,7.1,8.7,7.0,8.9,6.4,4.6,8.4,5.7,3.2,0.53936,0.61661,-0.37174
the child kissed the teddy bear.,the teddy bear was kissed by the child.,kiss,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,kiss,V204,Y,REG,Y,3218,2405.0,363.0,12,2.0,318.0,6.8,7.1,8.7,7.0,8.9,6.4,4.6,8.4,5.7,3.2,0.53936,0.61661,-0.37174
the bride kissed the groom.,the groom was kissed by the bride.,kiss,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,kiss,V204,Y,REG,Y,3218,2405.0,363.0,12,2.0,318.0,6.8,7.1,8.7,7.0,8.9,6.4,4.6,8.4,5.7,3.2,0.53936,0.61661,-0.37174
the girl kissed the photograph.,the photograph was kissed by the girl.,kiss,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,kiss,V204,Y,REG,Y,3218,2405.0,363.0,12,2.0,318.0,6.8,7.1,8.7,7.0,8.9,6.4,4.6,8.4,5.7,3.2,0.53936,0.61661,-0.37174
the dog licked the ice cream.,the ice cream was licked by the dog.,lick,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,lick,V205,Y,REG,N,868,,,1,,,6.5,6.4,7.3,7.7,7.8,6.2,3.3,7.8,5.6,4.2,0.34604,-0.28393,-1.06343
the child licked the spoon.,the spoon was licked by the child.,lick,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,lick,V205,Y,REG,N,868,,,1,,,6.5,6.4,7.3,7.7,7.8,6.2,3.3,7.8,5.6,4.2,0.34604,-0.28393,-1.06343
the cat licked the milk.,the milk was licked by the cat.,lick,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,lick,V205,Y,REG,N,868,,,1,,,6.5,6.4,7.3,7.7,7.8,6.2,3.3,7.8,5.6,4.2,0.34604,-0.28393,-1.06343
the boy licked the envelope.,the envelope was licked by the boy.,lick,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,lick,V205,Y,REG,N,868,,,1,,,6.5,6.4,7.3,7.7,7.8,6.2,3.3,7.8,5.6,4.2,0.34604,-0.28393,-1.06343
the girl licked the stamp.,the stamp was licked by the girl.,lick,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,lick,V205,Y,REG,N,868,,,1,,,6.5,6.4,7.3,7.7,7.8,6.2,3.3,7.8,5.6,4.2,0.34604,-0.28393,-1.06343
the puppy licked the owner's hand.,the owner's hand was licked by the puppy.,lick,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,lick,V205,Y,REG,N,868,,,1,,,6.5,6.4,7.3,7.7,7.8,6.2,3.3,7.8,5.6,4.2,0.34604,-0.28393,-1.06343
the baker licked the frosting.,the frosting was licked by the baker.,lick,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,lick,V205,Y,REG,N,868,,,1,,,6.5,6.4,7.3,7.7,7.8,6.2,3.3,7.8,5.6,4.2,0.34604,-0.28393,-1.06343
the toddler licked the cupcake.,the cupcake was licked by the toddler.,lick,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,lick,V205,Y,REG,N,868,,,1,,,6.5,6.4,7.3,7.7,7.8,6.2,3.3,7.8,5.6,4.2,0.34604,-0.28393,-1.06343
the child patted the dog.,the dog was patted by the child.,pat,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pat,V206,Y,REG,Y,774,,,0,,,7.2,6.7,7.6,7.7,8.8,5.9,3.7,8.8,5.9,3.3,0.55623,0.33249,-1.18693
the teacher patted the student.,the student was patted by the teacher.,pat,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pat,V206,Y,REG,Y,774,,,0,,,7.2,6.7,7.6,7.7,8.8,5.9,3.7,8.8,5.9,3.3,0.55623,0.33249,-1.18693
the owner patted the cat.,the cat was patted by the owner.,pat,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pat,V206,Y,REG,Y,774,,,0,,,7.2,6.7,7.6,7.7,8.8,5.9,3.7,8.8,5.9,3.3,0.55623,0.33249,-1.18693
the woman patted the baby.,the baby was patted by the woman.,pat,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pat,V206,Y,REG,Y,774,,,0,,,7.2,6.7,7.6,7.7,8.8,5.9,3.7,8.8,5.9,3.3,0.55623,0.33249,-1.18693
the player patted the teammate.,the teammate was patted by the player.,pat,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pat,V206,Y,REG,Y,774,,,0,,,7.2,6.7,7.6,7.7,8.8,5.9,3.7,8.8,5.9,3.3,0.55623,0.33249,-1.18693
the gardener patted the soil.,the soil was patted by the gardener.,pat,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pat,V206,Y,REG,Y,774,,,0,,,7.2,6.7,7.6,7.7,8.8,5.9,3.7,8.8,5.9,3.3,0.55623,0.33249,-1.18693
the nurse patted the patient.,the patient was patted by the nurse.,pat,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pat,V206,Y,REG,Y,774,,,0,,,7.2,6.7,7.6,7.7,8.8,5.9,3.7,8.8,5.9,3.3,0.55623,0.33249,-1.18693
the actor patted the horse.,the horse was patted by the actor.,pat,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pat,V206,Y,REG,Y,774,,,0,,,7.2,6.7,7.6,7.7,8.8,5.9,3.7,8.8,5.9,3.3,0.55623,0.33249,-1.18693
the cat stroked the dog.,the dog was stroked by the cat.,stroke,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,stroke,V207,Y,REG,N,1177,839.0,82.0,1,0.0,244.0,6.4,7.2,7.5,6.9,8.6,6.6,3.5,7.7,5.8,3.7,0.41563,-0.44952,-0.83272
a woman stroked the painting.,the painting was stroked by a woman.,stroke,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,stroke,V207,Y,REG,N,1177,839.0,82.0,1,0.0,244.0,6.4,7.2,7.5,6.9,8.6,6.6,3.5,7.7,5.8,3.7,0.41563,-0.44952,-0.83272
the child stroked the rabbit.,the rabbit was stroked by the child.,stroke,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,stroke,V207,Y,REG,N,1177,839.0,82.0,1,0.0,244.0,6.4,7.2,7.5,6.9,8.6,6.6,3.5,7.7,5.8,3.7,0.41563,-0.44952,-0.83272
the teacher stroked the paper.,the paper was stroked by the teacher.,stroke,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,stroke,V207,Y,REG,N,1177,839.0,82.0,1,0.0,244.0,6.4,7.2,7.5,6.9,8.6,6.6,3.5,7.7,5.8,3.7,0.41563,-0.44952,-0.83272
a friend stroked the guidebook.,the guidebook was stroked by a friend.,stroke,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,stroke,V207,Y,REG,N,1177,839.0,82.0,1,0.0,244.0,6.4,7.2,7.5,6.9,8.6,6.6,3.5,7.7,5.8,3.7,0.41563,-0.44952,-0.83272
the vet stroked the kitten.,the kitten was stroked by the vet.,stroke,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,stroke,V207,Y,REG,N,1177,839.0,82.0,1,0.0,244.0,6.4,7.2,7.5,6.9,8.6,6.6,3.5,7.7,5.8,3.7,0.41563,-0.44952,-0.83272
the parent tickled the baby.,the baby was tickled by the parent.,tickle,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,tickle,V208,Y,REG,N,261,138.0,32.0,2,0.0,85.0,7.6,7.5,7.4,7.9,7.5,6.6,3.7,7.6,6.5,4.8,0.7347,-0.01883,-0.63782
the cat tickled the string.,the string was tickled by the cat.,tickle,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,tickle,V208,Y,REG,N,261,138.0,32.0,2,0.0,85.0,7.6,7.5,7.4,7.9,7.5,6.6,3.7,7.6,6.5,4.8,0.7347,-0.01883,-0.63782
the magician tickled the rabbit.,the rabbit was tickled by the magician.,tickle,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,tickle,V208,Y,REG,N,261,138.0,32.0,2,0.0,85.0,7.6,7.5,7.4,7.9,7.5,6.6,3.7,7.6,6.5,4.8,0.7347,-0.01883,-0.63782
the clown tickled the crowd.,the crowd was tickled by the clown.,tickle,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,tickle,V208,Y,REG,N,261,138.0,32.0,2,0.0,85.0,7.6,7.5,7.4,7.9,7.5,6.6,3.7,7.6,6.5,4.8,0.7347,-0.01883,-0.63782
the artist touched the canvas.,the canvas was touched by the artist.,touch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,touch,V209,Y,REG,N,6352,4209.0,273.0,102,0.0,1633.0,6.1,7.3,7.73,6.8,8.9,6.0,4.6,8.3,6.2,5.1,0.48956,0.4164,0.17341
the child touched the puppy.,the puppy was touched by the child.,touch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,touch,V209,Y,REG,N,6352,4209.0,273.0,102,0.0,1633.0,6.1,7.3,7.73,6.8,8.9,6.0,4.6,8.3,6.2,5.1,0.48956,0.4164,0.17341
the scientist touched the specimen.,the specimen was touched by the scientist.,touch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,touch,V209,Y,REG,N,6352,4209.0,273.0,102,0.0,1633.0,6.1,7.3,7.73,6.8,8.9,6.0,4.6,8.3,6.2,5.1,0.48956,0.4164,0.17341
a student touched the sculpture.,the sculpture was touched by a student.,touch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,touch,V209,Y,REG,N,6352,4209.0,273.0,102,0.0,1633.0,6.1,7.3,7.73,6.8,8.9,6.0,4.6,8.3,6.2,5.1,0.48956,0.4164,0.17341
the teacher touched the globe.,the globe was touched by the teacher.,touch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,touch,V209,Y,REG,N,6352,4209.0,273.0,102,0.0,1633.0,6.1,7.3,7.73,6.8,8.9,6.0,4.6,8.3,6.2,5.1,0.48956,0.4164,0.17341
the doctor touched the patient's arm.,the patient's arm was touched by the doctor.,touch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,touch,V209,Y,REG,N,6352,4209.0,273.0,102,0.0,1633.0,6.1,7.3,7.73,6.8,8.9,6.0,4.6,8.3,6.2,5.1,0.48956,0.4164,0.17341
the dancer touched the ground.,the ground was touched by the dancer.,touch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,touch,V209,Y,REG,N,6352,4209.0,273.0,102,0.0,1633.0,6.1,7.3,7.73,6.8,8.9,6.0,4.6,8.3,6.2,5.1,0.48956,0.4164,0.17341
the gardener touched the flowers.,the flowers were touched by the gardener.,touch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,touch,V209,Y,REG,N,6352,4209.0,273.0,102,0.0,1633.0,6.1,7.3,7.73,6.8,8.9,6.0,4.6,8.3,6.2,5.1,0.48956,0.4164,0.17341
the explorer touched the ancient artifact.,the ancient artifact was touched by the explorer.,touch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,touch,V209,Y,REG,N,6352,4209.0,273.0,102,0.0,1633.0,6.1,7.3,7.73,6.8,8.9,6.0,4.6,8.3,6.2,5.1,0.48956,0.4164,0.17341
the chef cut the vegetables.,the vegetables were cut by the chef.,cut,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,cut,V210,Y,IRR,Y,17429,5186.0,1514.0,23,1.0,9742.0,8.1,7.1,8.6,8.0,8.2,7.7,3.9,8.7,8.1,8.0,1.49873,0.19054,0.59681
