Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
memorize,V038,2a,(a) Agent-Patient,The answer was memorized by Wendy,Wendy memorized the answer,-21.6685791015625,-32.643253326416016,10.974674224853516
mumble,V095,2a,(a) Agent-Patient,The answer was mumbled by Wendy,Wendy mumbled the answer,-23.194616317749023,-33.201454162597656,10.006837844848633
stammer,V100,2b,(a) Agent-Patient,The answer was stammered by Wendy,Wendy stammered the answer,-21.728334426879883,-32.90461730957031,11.17628288269043
assert,V412,2a,(d) Other Passivizable,The argument was asserted by Wendy,Wendy asserted the argument,-21.709314346313477,-31.960819244384766,10.251504898071289
commence,V148,2a,(a) Agent-Patient,The argument was commenced by Wendy,Wendy commenced the argument,-22.559837341308594,-32.23306655883789,9.673229217529297
"head (i.e., be at the top of)",V431,2a,(d) Other Passivizable,The article was headed by the picture,The picture headed the article,-23.866710662841797,-25.364459991455078,1.4977493286132812
"head (i.e., be at the top of)",V431,2b,(d) Other Passivizable,The article was headed by the picture,The picture headed the article,-23.866710662841797,-25.364459991455078,1.4977493286132812
type,V065,2a,(a) Agent-Patient,The article was typed by Wendy,Wendy typed the article,-20.759389877319336,-31.602888107299805,10.843498229980469
beat,V077,2b,(a) Agent-Patient,The batter was beaten by Wendy,Wendy beat the batter,-20.24662208557129,-30.10093879699707,9.854316711425781
unlock,V058,2b,(a) Agent-Patient,The bike was unlocked by Wendy,Wendy unlocked the bike,-21.329010009765625,-31.492544174194336,10.163534164428711
"total (i.e., add up to)",V440,1a,(e) Non-Passivizable,£50 was totalled by the bill,The bill totalled £50,-27.210670471191406,-26.54780387878418,-0.6628665924072266
"total (i.e., add up to)",V440,1b,(e) Non-Passivizable,£50 was totalled by the bill,The bill totalled £50,-27.210670471191406,-26.54780387878418,-0.6628665924072266
munch,V110,2b,(a) Agent-Patient,The biscuit was munched by Wendy,Wendy munched the biscuit,-24.96934700012207,-35.3990478515625,10.42970085144043
pot,V018,2a,(a) Agent-Patient,The black-ball was potted by Wendy,Wendy potted the black-ball,-26.197254180908203,-35.719337463378906,9.522083282470703
row,V031,2b,(a) Agent-Patient,The boat was rowed by Wendy,Wendy rowed the boat,-22.894243240356445,-31.751155853271484,8.856912612915039
earn,V034,2b,(a) Agent-Patient,The bonus was earned by Wendy,Wendy earned the bonus,-20.696510314941406,-29.84234046936035,9.145830154418945
cost,V442,1a,(e) Non-Passivizable,£5 was cost by the book,The book cost £5,-25.554786682128906,-23.84882164001465,-1.7059650421142578
cost,V442,1b,(e) Non-Passivizable,£5 was cost by the book,The book cost £5,-25.554786682128906,-23.84882164001465,-1.7059650421142578
buy,V033,2a,(a) Agent-Patient,The book was bought by Wendy,Wendy bought the book,-18.904293060302734,-28.030305862426758,9.126012802124023
lace,V050,2a,(a) Agent-Patient,The boot was laced by Wendy,Wendy laced the boot,-23.330190658569336,-33.822635650634766,10.49244499206543
grip,V040,2b,(a) Agent-Patient,The bottle was gripped by Wendy,Wendy gripped the bottle,-21.173376083374023,-32.46051788330078,11.287141799926758
tie,V054,2a,(a) Agent-Patient,The bow was tied by Wendy,Wendy tied the bow,-20.98294448852539,-30.282094955444336,9.299150466918945
chip,V126,2b,(a) Agent-Patient,The bowl was chipped by Wendy,Wendy chipped the bowl,-22.42432403564453,-33.58674621582031,11.162422180175781
get,V405,2a,(d) Other Passivizable,The box was got by Wendy,Wendy got the box,-18.565366744995117,-31.193510055541992,12.628143310546875
bend,V135,2b,(a) Agent-Patient,The branch was bent by Wendy,Wendy bent the branch,-21.843812942504883,-31.79178237915039,9.947969436645508
bake,V137,2a,(a) Agent-Patient,The bread was baked by Wendy,Wendy baked the bread,-23.160614013671875,-32.99988555908203,9.839271545410156
knead,V076,2a,(a) Agent-Patient,The bread was kneaded by Wendy,Wendy kneaded the bread,-24.2877140045166,-34.12698745727539,9.839273452758789
gobble,V115,2a,(a) Agent-Patient,The breakfast was gobbled by Wendy,Wendy gobbled the breakfast,-24.262435913085938,-33.64335250854492,9.380916595458984
span,V432,1a,(d) Other Passivizable,The crater was spanned by the bridge,The bridge spanned the crater,-27.738868713378906,-32.21379089355469,4.474922180175781
span,V432,1b,(d) Other Passivizable,The crater was spanned by the bridge,The bridge spanned the crater,-27.738868713378906,-32.21379089355469,4.474922180175781
pop,V145,2a,(a) Agent-Patient,The bubble-wrap was popped by Wendy,Wendy popped the bubble-wrap,-25.43207550048828,-34.954158782958984,9.522083282470703
slice,V048,2a,(a) Agent-Patient,The cake was sliced by Wendy,Wendy sliced the cake,-22.787525177001953,-31.913537979125977,9.126012802124023
cost,V442,2a,(e) Non-Passivizable,£500 was cost by the car,The car cost £500,-25.655057907104492,-24.29766845703125,-1.3573894500732422
cost,V442,2b,(e) Non-Passivizable,£500 was cost by the car,The car cost £500,-25.655057907104492,-24.29766845703125,-1.3573894500732422
drive,V030,2a,(a) Agent-Patient,The car was driven by Wendy,Wendy drove the car,-19.543689727783203,-26.683679580688477,7.139989852905273
lock,V051,2b,(a) Agent-Patient,The car was locked by Wendy,Wendy locked the car,-20.317218780517578,-29.698009490966797,9.380790710449219
staple,V053,2b,(a) Agent-Patient,The card was stapled by Wendy,Wendy stapled the card,-21.872528076171875,-32.91468811035156,11.042160034179688
zip,V055,2b,(a) Agent-Patient,The cardigan was zipped by Wendy,Wendy zipped the cardigan,-25.920244216918945,-35.44232940673828,9.522085189819336
ruin,V123,2b,(a) Agent-Patient,The carpet was ruined by Wendy,Wendy ruined the carpet,-21.5820369720459,-31.42000389099121,9.837966918945312
mash,V047,2b,(a) Agent-Patient,The carrot was mashed by Wendy,Wendy mashed the carrot,-23.08511734008789,-33.28469467163086,10.199577331542969
build,V068,2b,(a) Agent-Patient,The castle was built by Wendy,Wendy built the castle,-19.392059326171875,-28.04997444152832,8.657915115356445
draw,V063,2a,(a) Agent-Patient,The cat was drawn by Wendy,Wendy drew the cat,-20.411256790161133,-28.851221084594727,8.439964294433594
drip,V463,1a,(e) Non-Passivizable,Water was dripped by the ceiling,The ceiling dripped water,-23.417695999145508,-27.614595413208008,4.1968994140625
drip,V463,1b,(e) Non-Passivizable,Water was dripped by the ceiling,The ceiling dripped water,-23.417695999145508,-27.614595413208008,4.1968994140625
pocket,V017,2b,(a) Agent-Patient,The cheque was pocketed by Wendy,Wendy pocketed the cheque,-22.708906173706055,-32.7891960144043,10.080289840698242
"feed (i.e., be enough for a certain number of people)",V447,2a,(e) Non-Passivizable,The children were fed by the food,The food fed the children,-24.79296112060547,-26.02666473388672,1.23370361328125
"feed (i.e., be enough for a certain number of people)",V447,2b,(e) Non-Passivizable,The children were fed by the food,The food fed the children,-24.79296112060547,-26.02666473388672,1.23370361328125
melt,V079,2b,(a) Agent-Patient,The chocolate was melted by Wendy,Wendy melted the chocolate,-22.3565616607666,-31.613386154174805,9.256824493408203
sing,V086,2a,(a) Agent-Patient,The chorus was sung by Wendy,Wendy sang the chorus,-21.30946922302246,-29.702970504760742,8.393501281738281
destroy,V121,2b,(a) Agent-Patient,The city was destroyed by Wendy,Wendy destroyed the city,-19.379806518554688,-27.566743850708008,8.18693733215332
nullify,V411,2b,(d) Other Passivizable,The claim was nullified by Wendy,Wendy nullified the claim,-21.4320068359375,-31.050235748291016,9.618228912353516
button,V049,2b,(a) Agent-Patient,The coat was buttoned by Wendy,Wendy buttoned the coat,-24.614620208740234,-33.93540573120117,9.320785522460938
invent,V075,2b,(a) Agent-Patient,The cocktail was invented by Wendy,Wendy invented the cocktail,-21.66567611694336,-29.328794479370117,7.663118362426758
spill,V010,2b,(a) Agent-Patient,The coffee was spilt by Wendy,Wendy spilt the coffee,-23.699657440185547,-33.49935531616211,9.799697875976562
guzzle,V116,2b,(a) Agent-Patient,The coke was guzzled by Wendy,Wendy guzzled the coke,-25.166414260864258,-34.19191360473633,9.02549934387207
inherit,V404,2b,(d) Other Passivizable,The company was inherited by Wendy,Wendy inherited the company,-19.409868240356445,-29.705354690551758,10.295486450195312
sign,V062,2b,(a) Agent-Patient,The contract was signed by Wendy,Wendy signed the contract,-20.308610916137695,-27.607162475585938,7.298551559448242
continue,V149,2b,(a) Agent-Patient,The conversation was continued by Wendy,Wendy continued the conversation,-19.475215911865234,-30.431053161621094,10.95583724975586
nibble,V111,2a,(a) Agent-Patient,The cookie was nibbled by Wendy,Wendy nibbled the cookie,-23.67031478881836,-34.53527069091797,10.86495590209961
design,V074,2a,(a) Agent-Patient,The cover was designed by Wendy,Wendy designed the cover,-20.208742141723633,-28.286523818969727,8.077781677246094
roar,V097,2a,(a) Agent-Patient,The curse was roared by Wendy,Wendy roared the curse,-22.214052200317383,-34.168941497802734,11.954889297485352
announce,V103,2b,(a) Agent-Patient,The date was announced by Wendy,Wendy announced the date,-19.874509811401367,-28.616209030151367,8.74169921875
hammer,V006,2b,(a) Agent-Patient,The desk was hammered by Wendy,Wendy hammered the desk,-23.285409927368164,-31.701416015625,8.416006088256836
end,V150,2a,(a) Agent-Patient,The discussion was ended by Wendy,Wendy ended the discussion,-19.39750099182129,-31.281618118286133,11.884117126464844
arrange,V001,2a,(a) Agent-Patient,The display was arranged by Wendy,Wendy arranged the display,-21.05296516418457,-28.96934700012207,7.9163818359375
unbolt,V057,2a,(a) Agent-Patient,The door was unbolted by Wendy,Wendy unbolted the door,-23.025192260742188,-33.33560562133789,10.310413360595703
pour,V009,2a,(a) Agent-Patient,The drink was poured by Wendy,Wendy poured the drink,-22.559764862060547,-32.82305145263672,10.263286590576172
want,V399,2a,(c) Experiencer-Theme,The drink was wanted by Wendy,Wendy wanted the drink,-21.007831573486328,-31.368410110473633,10.360578536987305
abut,V434,1a,(d) Other Passivizable,The property was abutted by the driveway,The driveway abutted the property,-28.878076553344727,-32.123779296875,3.2457027435302734
abut,V434,1b,(d) Other Passivizable,The property was abutted by the driveway,The driveway abutted the property,-28.878076553344727,-32.123779296875,3.2457027435302734
fry,V140,2b,(a) Agent-Patient,The egg was fried by Wendy,Wendy fried the egg,-22.196212768554688,-33.53659439086914,11.340381622314453
"feed (i.e., be enough for a certain number of people)",V447,1a,(e) Non-Passivizable,The family was fed by the meal,The meal fed the family,-24.88469886779785,-28.738405227661133,3.8537063598632812
"feed (i.e., be enough for a certain number of people)",V447,1b,(e) Non-Passivizable,The family was fed by the meal,The meal fed the family,-24.88469886779785,-28.738405227661133,3.8537063598632812
border,V425,2a,(d) Other Passivizable,The forest was bordered by the farm,The farm bordered the forest,-26.395000457763672,-29.589353561401367,3.1943531036376953
border,V425,2b,(d) Other Passivizable,The forest was bordered by the farm,The farm bordered the forest,-26.395000457763672,-29.589353561401367,3.1943531036376953
ring,V436,2a,(d) Other Passivizable,The house was ringed by the fence,The fence ringed the house,-25.738985061645508,-29.012807846069336,3.273822784423828
ring,V436,2b,(d) Other Passivizable,The house was ringed by the fence,The fence ringed the house,-25.738985061645508,-29.012807846069336,3.273822784423828
encircle,V424,2a,(d) Other Passivizable,The field was encircled by trees,Trees encircled the field,-20.670236587524414,-28.845481872558594,8.17524528503418
encircle,V424,2b,(d) Other Passivizable,The field was encircled by trees,Trees encircled the field,-20.670236587524414,-28.845481872558594,8.17524528503418
delete,V019,2b,(a) Agent-Patient,The file was deleted by Wendy,Wendy deleted the file,-20.872356414794922,-30.388456344604492,9.51609992980957
dot,V426,2a,(d) Other Passivizable,The flowerbed was dotted by weeds,Weeds dotted the flowerbed,-24.9046630859375,-32.477298736572266,7.572635650634766
dot,V426,2b,(d) Other Passivizable,The flowerbed was dotted by weeds,Weeds dotted the flowerbed,-24.9046630859375,-32.477298736572266,7.572635650634766
bring,V029,2b,(a) Agent-Patient,The food was brought by Wendy,Wendy brought the food,-19.684017181396484,-27.734594345092773,8.050577163696289
bounce,V028,2a,(a) Agent-Patient,The football was bounced by Wendy,Wendy bounced the football,-22.475744247436523,-32.37270736694336,9.896963119506836
rinse,V022,2a,(a) Agent-Patient,The fork was rinsed by Wendy,Wendy rinsed the fork,-22.31138801574707,-34.67079544067383,12.359407424926758
gush,V465,2a,(e) Non-Passivizable,Water was gushed by the fountain,The fountain gushed water,-26.073165893554688,-28.530582427978516,2.457416534423828
gush,V465,2b,(e) Non-Passivizable,Water was gushed by the fountain,The fountain gushed water,-26.073165893554688,-28.530582427978516,2.457416534423828
spurt,V473,1a,(e) Non-Passivizable,Water was spurted by the fountain,The fountain spurted water,-26.40637969970703,-28.86379623413086,2.457416534423828
spurt,V473,1b,(e) Non-Passivizable,Water was spurted by the fountain,The fountain spurted water,-26.40637969970703,-28.86379623413086,2.457416534423828
install,V002,2b,(a) Agent-Patient,The fridge was installed by Wendy,Wendy installed the fridge,-20.954435348510742,-30.50129508972168,9.546859741210938
borrow,V035,2a,(a) Agent-Patient,The game was borrowed by Wendy,Wendy borrowed the game,-19.7683162689209,-30.614212036132812,10.845895767211914
contain,V433,2a,(d) Other Passivizable,The lake was contained by the garden,The garden contained the lake,-25.200515747070312,-30.254793167114258,5.054277420043945
contain,V433,2b,(d) Other Passivizable,The lake was contained by the garden,The garden contained the lake,-25.200515747070312,-30.254793167114258,5.054277420043945
"fill (i.e., occupy a particular area of land)",V435,2a,(d) Other Passivizable,The garden was filled by the pond,The pond filled the garden,-25.431249618530273,-27.947154998779297,2.5159053802490234
"fill (i.e., occupy a particular area of land)",V435,2b,(d) Other Passivizable,The garden was filled by the pond,The pond filled the garden,-25.431249618530273,-27.947154998779297,2.5159053802490234
empty,V021,2b,(a) Agent-Patient,The glass was emptied by Wendy,Wendy emptied the glass,-20.729190826416016,-30.220706939697266,9.49151611328125
